,雇主id,雇主名字,provice_name,city_name,订单内容,成交金额,经度,纬度
917,21751244,m_9985_o38p55,浙江,衢州,服装LOGO设计,2500,118.6853,28.8666
918,21923504,m_1445_med1op,云南,曲靖,【3套方案】LOGO设计企业标志商标设计公司LOGO设计原创,300,103.9417,25.7025
919,21991069,m_4230_uaaxg7,福建,泉州,【新用户福利】我需要0成本代理游戏服务,0.1,118.3228,25.1147
920,21735349,m_5646_sfsuxf,福建,泉州,logo设计图标icon设计字体设计标志设计动态logo设计,799,118.3228,25.1147
921,21817777,m_9133_um89gs,福建,泉州,我需要详情页设计,800,118.3228,25.1147
922,7538310,linyaolin_@Zbj,福建,泉州,【实力设计】logo设计公司网站餐饮vi商标品牌画册设计,488,118.3228,25.1147
923,8371044,网跑车,福建,泉州,我需要家装设计,200,118.3228,25.1147
924,8384967,墨臣设计工作室,福建,泉州,淘宝天猫京东代运营店铺托管诊断网店手机无线店铺装修详情页设计,250,118.3228,25.1147
925,9017621,夜-猫,福建,泉州,淘宝天猫京东产品描述文案|宝贝描述文案|产品卖点文案营销软文,156.41,118.3228,25.1147
926,21086114,t_0721icicp4,福建,泉州,淘宝天猫代运营拼多多代运营淘宝直播天猫直播全球购直播策划运营,40,118.3228,25.1147
927,21537943,t_2065Xv0bwl,福建,泉州,淘宝直播运营天猫直播申请淘宝达人L1L2L3申请内容运营诊断,455,118.3228,25.1147
928,21593413,劲兰环保,山东,日照,微信公众号代运营、原创图文案排版、日常推文微信文案托管包月,1400,119.2786,35.5023
929,21972908,m_3878_7iequq,山东,日照,南京周易卦馆六爻卜卦～感情婚姻/财运事业/求职择业/学业考试,80,119.2786,35.5023
930,21905569,m_3879_djohl3,山东,日照,logo设计/标志设计/产品logo定制/公司品牌logo设,980,119.2786,35.5023
931,22018964,m_4085_vagjqu,河南,三门峡,新锐|公司企业卡通logo设计标志商标LOGO字体设计图文,99,110.8301,34.3158
932,7456897,w13666956194_@Zbj,福建,三明,我需要网站前端开发,300,117.5317,26.3013
933,21910349,t_8898_Gctm64,海南,三亚,【新用户福利】我需要0成本代理游戏服务,0.1,109.3716,18.3698
934,21898663,m_5461_xzu0tj,福建,厦门,我需要logo,1000,118.1689,24.6478
935,21904094,t_1298_Zoe2gz,福建,厦门,企业网站建设网站制作 网站设计 网站开发 网站定制 好网互联,200,118.1689,24.6478
936,21841006,m_6239_i3aaly,福建,厦门,餐饮装修设计店铺装修设计快餐店装修设计效果图门头门面设计,1500,118.1689,24.6478
937,21955998,m_0979_nvh04z,福建,厦门,我需要VI系统设计,4300,118.1689,24.6478
938,22002091,m_6237_7pzuzs,福建,厦门,PHP各种系统二次开发疑难bug解决b2cp2p开发,150,118.1689,24.6478
939,10953132,linp2014,福建,厦门,专业广告平面设计 易拉宝制作设计X展架海报设计展板设计海报画,200,118.1689,24.6478
940,8561651,茶潮,福建,厦门,我需要餐饮空间设计,300,118.1689,24.6478
941,21947186,Ivan2019,福建,厦门,厦门派拓智能科技有限公司需要商标logo,1000,118.1689,24.6478
942,20906168,t_6895eamagk,福建,厦门,我需要宣传册设计,1920,118.1689,24.6478
943,21962244,m_8177_ckd3pj,福建,厦门,3DVR建模模型制作产品外观U3D建模WEB3D家具工业商业,2000,118.1689,24.6478
944,21944229,m_2186_jio439,福建,厦门,我需要品牌起名,100,118.1689,24.6478
945,21207902,t_5256fl4hex,福建,厦门,【逐鹿】微信朋友圈运营公众号托管微信群活动策划,50,118.1689,24.6478
946,21980006,m_4555_fdr8z8,福建,厦门,我需要图片后期,50,118.1689,24.6478
947,21711893,m_4807_yuitkx,福建,厦门,厦门欧柏瑞雨具有限公司LOGO设计,899,118.1689,24.6478
948,22006171,m_9981_nwu4ua,福建,厦门,世纪英才LOGO设计,300,118.1689,24.6478
949,21922353,m_8618_7zmpje,福建,厦门,id/word排版编辑校对 美化整理教材手册书籍文章文档文件,120,118.1689,24.6478
950,21665439,m_6804_cqfrl7,福建,厦门,淘宝直播代开通天猫直播代开通达人直播代开通店铺达人直播开通,900,118.1689,24.6478
951,14625637,拾光咖啡馆,广东,汕头,餐饮公司LOGO设计产品企业门店标志品牌卡通食品logo商标,298,117.1692,23.3405
952,21786103,m_7149_9dijpb,广东,汕头,logo设计图标icon设计字体设计标志设计动态logo设计,799,117.1692,23.3405
953,21947078,t_6403_ZFv0bp,陕西,商洛,【电商系列】电商网站 商城网站 购物网站建设开发 好网互联,3600,109.8083,33.761
954,21880382,t_4224_DAt3nr,陕西,商洛,微商城小程序手机企业官网站建设公司网站微信定制开发网页设计,1,109.8083,33.761
955,21937291,t_9964_tYopej,河南,商丘,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,115.741,34.2828
956,20030857,t_9334uolcpn,上海,上海,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,121.4648,31.2891
957,20030857,t_9334uolcpn,上海,上海,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,121.4648,31.2891
958,21929993,t_7021_gnxj05,上海,上海,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,121.4648,31.2891
959,8483917,小卜诺,上海,上海,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,80,121.4648,31.2891
960,9877693,幽兰3,上海,上海,淘宝天猫推广淘宝天猫网店店铺手机APP无线流量,158,121.4648,31.2891
961,11223177,农民子弟,上海,上海,淘宝天猫推广淘宝天猫网店店铺手机APP无线流量,158,121.4648,31.2891
962,21603487,m_2127_n6j24f,上海,上海,LOGO设计/商标设计/卡通logo/字体设计/企业logo,495,121.4648,31.2891
963,8739036,卤水点臭豆腐,上海,上海,婴童品牌LOGO设计,300,121.4648,31.2891
964,7236049,grahams,上海,上海,生科科技公司/医疗器械公司取名,350,121.4648,31.2891
965,10142440,微信营销小明,上海,上海,APP界面设计/APPUI设计移动UI/移动端设计微信设计,2200,121.4648,31.2891
966,9122275,灯上影如戏,上海,上海,北京上海广州深圳企业网站建设网站制作网站设计网站定制开发官网,3861,121.4648,31.2891
967,21657218,t_8320_fvdu4t,上海,上海,实时数据展示大数据可视化数据集成大数据平台开发大数据动态展示,8240,121.4648,31.2891
968,21757046,t_6710_Aq7534,上海,上海,美工包月 美工外包 淘宝美工 设计外包 详情页设计 整店装修,4000,121.4648,31.2891
969,22011537,m_2783_dnygmd,上海,上海,企业海报设计品牌展示商品上新公益宣传招生招聘比赛演出会展招商,300,121.4648,31.2891
970,21690475,m_8827_vl4vzr,上海,上海,logo设计公司企业餐饮旅游商标logo设计资深设计满意为止,500,121.4648,31.2891
971,21979249,m_0028_hnv4wg,上海,上海,我需要pc+手机站,300,121.4648,31.2891
972,21964115,m_1013_7wfjr6,上海,上海,我需要摄影摄像,1000,121.4648,31.2891
973,21794979,t_0159_hkwgq8,上海,上海,我需要LOGO,2000,121.4648,31.2891
974,21715172,t_4460_zrfj7g,上海,上海,可行性研究报告/项目申报/政府立项资金申请报告撰写策划方案,1600,121.4648,31.2891
975,21846698,t_6598_gW1hry,上海,上海,包装设计/包装盒包装袋设计/手提袋礼品盒设计/瓶型/食品包装,1500,121.4648,31.2891
976,21886739,t_8892_Wjtjol,上海,上海,翻译/俄语翻译/俄文翻译/小语种翻译标书说明书/简历证书翻译,570,121.4648,31.2891
977,21944476,m_5930_57pygt,上海,上海,品牌故事企业文化公司简介绍文案策划理念定位愿景口号价值观策划,90,121.4648,31.2891
978,21859749,m_4534_zxze86,上海,上海,我需要软件界面设计,2800,121.4648,31.2891
979,21976589,t_4525_WRfflx,上海,上海,logo设计图文企业餐饮服饰金融科技门店品牌LOGO图形标志,298,121.4648,31.2891
980,21854174,t_5903_XXt2x7,上海,上海,我需要影视文案策划,100,121.4648,31.2891
981,21741608,m_6955_75ijob,上海,上海,我需要互联网数据采集,3100,121.4648,31.2891
982,21411357,t_2477FHe75p,上海,上海,淘宝美工天猫京东宝贝描述详情页设计店铺首页装修主图海报设计,280,121.4648,31.2891
983,18431494,Mocca的文字贩卖店,上海,上海,网页设计/网页UI/整站设计/框架设计/企业网站/电商网站,1000,121.4648,31.2891
984,21831337,m_3811_1by9x4,上海,上海,宣传单设计  DM设计  传单设计 广告设计,800,121.4648,31.2891
985,21625766,m_8843_7teaqg,上海,上海,我需要海报设计,350,121.4648,31.2891
986,21845192,m_8704_lw8yw8,上海,上海,logo设计商标设计字体图标图文英文品牌logo设计包满意,255.41,121.4648,31.2891
987,21801414,t_0138_bkhypj,上海,上海,上海迈欧实业有限公司LOGO设计,300,121.4648,31.2891
988,21689123,t_3260_vWcbll,上海,上海,公司形象画册设计企业宣传册 产品宣传品画册 海报折页单页,1100,121.4648,31.2891
989,21729262,t_0014_ELv81d,上海,上海,盖普环农LOGO设计,300,121.4648,31.2891
990,14650731,上海行动教育科技股份有限公司,上海,上海,网络整合营销策划APP贴吧推广百度百科词条创建网站SEO优化,824,121.4648,31.2891
991,14650731,上海行动教育科技股份有限公司,上海,上海,网络整合营销策划APP贴吧推广百度品牌口碑创建网站SEO优化,58,121.4648,31.2891
992,14650731,上海行动教育科技股份有限公司,上海,上海,网络整合营销策划APP贴吧推广百度品牌口碑创建网站SEO优化,970,121.4648,31.2891
993,14650731,上海行动教育科技股份有限公司,上海,上海,网络整合营销策划APP贴吧推广百度百科词条创建网站SEO优化,182,121.4648,31.2891
994,21684497,m_0566_ezw1mv,上海,上海,创意宣传单海报公司海报食品餐饮化妆品微信微海报淘宝海报设计,3600,121.4648,31.2891
995,22003953,m_3766_3everb,上海,上海,【威威名片设计】企业名片公司名片卡片设计创意名片,500,121.4648,31.2891
996,21751369,t_7670_uehak6,上海,上海,我需要LOGO,1000,121.4648,31.2891
997,21853724,m_9369_l6pak8,上海,上海,竑丽屋LOGO设计,300,121.4648,31.2891
998,21855205,m_7300_063soj,上海,上海,LOGO设计,500,121.4648,31.2891
999,21608406,t_6212pFrmwx,上海,上海,LOGO设计/商标设计/卡通logo/字体设计/企业logo,495,121.4648,31.2891
1000,21608406,t_6212pFrmwx,上海,上海,我需要logo,1700,121.4648,31.2891
1001,21928987,m_1260_ngu8pu,上海,上海,【李栋】办公室设计公装效果图家装设计店铺设计餐厅设计购物空间,1500,121.4648,31.2891
1002,21216137,t_1691Gzu08k,上海,上海,查询类工具软件开发,1500,121.4648,31.2891
1003,21854038,m_3264_0tp3hr,上海,上海,需要活动页设计,2200,121.4648,31.2891
1004,21994497,t_9564_Dokxfc,上海,上海,特惠logo设计餐饮LOGO设计标志品牌设计名片logo设计,1000,121.4648,31.2891
1005,4487991,S_Tempest,上海,上海,小火锅logo，包装，食品打包盒标签设计。,1200,121.4648,31.2891
1006,6512014,IRS上海热像,上海,上海,包装设计外观装潢礼盒包装瓶型造型包装效果图外卖快递中转箱包装,3320,121.4648,31.2891
1007,15657543,365小说网,上海,上海,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,340,121.4648,31.2891
1008,15657543,365小说网,上海,上海,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,510,121.4648,31.2891
1009,15657543,365小说网,上海,上海,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,85,121.4648,31.2891
1010,15657543,365小说网,上海,上海,微信代运营公众号订阅号服务号文章内容代更新排版维护营销托管,510,121.4648,31.2891
1011,21945500,t_8471_yf4n9e,上海,上海,餐饮教育公司店铺旅游茶饮原创logo设计,800,121.4648,31.2891
1012,21999763,m_3465_9dehfn,上海,上海,【工业制造能源采矿】公司品牌门店产品餐饮影视食品logo设计,495,121.4648,31.2891
1013,21856573,m_8238_vqe0x0,上海,上海,【睛灵品牌】宣传册 企业画册设计 台历 菜谱医疗行业,1080,121.4648,31.2891
1014,21866995,m_7676_ekvsm9,上海,上海,需要logo,750,121.4648,31.2891
1015,21633161,m_1661_zv9ekg,上海,上海,易企秀H5 PPT美化PPT设计PPT制作发布会演讲公司介绍,3000,121.4648,31.2891
1016,21954381,m_0620_khb3gu,上海,上海,我需要logo,260,121.4648,31.2891
1017,21910294,m_2447_m631h6,上海,上海,海报设计/单幅海报/活动海报/微信海报/企业海报/主题海报,270,121.4648,31.2891
1018,21988050,m_9892_vu75h6,上海,上海,我需要LOGO,499,121.4648,31.2891
1019,21803694,m_5605_b82nmd,上海,上海,LOGO设计公司logo包装vi商标品牌图文图形设计标志设计,288,121.4648,31.2891
1020,21990582,m_5193_mhni5u,上海,上海,【新用户福利】我需要0成本代理游戏服务,0.1,121.4648,31.2891
1021,6405875,ming03168,上海,上海,百度下拉框 相关搜索词指数口碑维护,945,121.4648,31.2891
1022,6405875,微懒达人,上海,上海,品牌百度百科文案策划搜狗互动关键词条优化百科整合营销策划方案,1450,121.4648,31.2891
1023,17953470,t_5884lql6nm,上海,上海,【威威名片设计】企业名片公司名片卡片设计创意名片,200,121.4648,31.2891
1024,6405875,微懒达人,上海,上海,品牌百度百科文案策划搜狗互动关键词条优化百科整合营销策划方案,880,121.4648,31.2891
1025,6405875,ming03168,上海,上海,修改vipJr百度百科，2个月完成,4000,121.4648,31.2891
1026,8609734,卓尚滋,上海,上海,【新用户福利】我需要商城小程序服务,0.01,121.4648,31.2891
1027,6405875,微懒达人,上海,上海,我需要产品文案,700,121.4648,31.2891
1028,9915614,cathysun53,上海,上海,包装设计食品饮品化妆品保健品礼盒设计效果【阡沃品牌设计】,600,121.4648,31.2891
1029,1048353,Michael_23,上海,上海,企业网站建设，网站定制开发，网站搭建，网站设计，网站制作,2300,121.4648,31.2891
1030,1658554,yuyuesh,上海,上海,LOGO设计食品餐饮公司品牌电商互联网商标标志图形设计,550,121.4648,31.2891
1031,14000259,猫大大侠,上海,上海,微信广告微信朋友圈公众号广告投放腾讯官方广告微信营销图文浏览,4950,121.4648,31.2891
1032,7717704,huyu115_@Zbj,上海,上海,上海沪禹泵阀设备有限公司需要logo设计优化,150,121.4648,31.2891
1033,10668789,jeremy_oy,上海,上海,电商网站团购网站购物网站开发商城网站开发,5000,121.4648,31.2891
1034,9357604,yibotingche,上海,上海,LOGO设计,600,121.4648,31.2891
1035,10166047,xhome设计,上海,上海,互联网农副产品销售公司LOGO设计,500,121.4648,31.2891
1036,10876274,justinxixi,上海,上海,我需要电商大数据应用,270,121.4648,31.2891
1037,20090305,t_3635ta8wuu,上海,上海,公司企业logo设计标志商标卡通logo字体设计动态LOGO,1800,121.4648,31.2891
1038,8456916,蜜桃女仆,上海,上海,小二旺炒LOGO设计,550,121.4648,31.2891
1039,14423837,张大帅帅,上海,上海,漫画 四格漫画 商业插画  绘画 油画 插画  产品包装插画,500,121.4648,31.2891
1040,17195018,t_8177txrmka,上海,上海,上海易陆商贸有限公司需要logo,400,121.4648,31.2891
1041,9822726,月明似昼,上海,上海,抖音短视频微视最右小红书火山小视频小咖秀配音秀粉丝通推广,89,121.4648,31.2891
1042,19641526,t_9107wtbb1h,上海,上海,【匠二设计资深原创】公司logo企业标志设计商标logo设计,300,121.4648,31.2891
1043,15936386,t_5178wuoo30,上海,上海,画册设计宣传册设计公司宣传册产品宣传册说明书设计教育金融医疗,1100,121.4648,31.2891
1044,16947055,t_5678mb0s9g,上海,上海,3-10天！百度下拉框 相关搜索词***优化排名******,120,121.4648,31.2891
1045,20525106,t_1032rvmbs1,上海,上海,文案策划撰写公司品牌产品文案宣传册画册文案海报广告招商册文案,4500,121.4648,31.2891
1046,11487814,huangjiahu520,上海,上海,我需要品牌起名,100,121.4648,31.2891
1047,6197024,lizhenwb,上海,上海,百度广告360广告搜狗广告开户知道广告开户新浪爱问答广告投放,100,121.4648,31.2891
1048,14353865,rockrockyin,上海,上海,代发各大门户网站行业文章套餐提升品牌知名度包百度收录平台,46,121.4648,31.2891
1049,20549430,t_7552bvhhfe,上海,上海,【睛灵品牌】高端定制logo企业公司餐饮品牌设计,592.02,121.4648,31.2891
1050,19293609,我的杨小宝,上海,上海,四明堂LOGO设计,500,121.4648,31.2891
1051,1382901,jackey_zhou,上海,上海,上海百服软件技术有限公司LOGO设计,500,121.4648,31.2891
1052,20118303,t_2192rm1ufq,上海,上海,【新用户福利】我需要商城小程序服务,0.01,121.4648,31.2891
1053,9927029,m_4669sgre03,上海,上海,PC端设计|手机端设计|原型交互设计|Interactive,500,121.4648,31.2891
1054,15778462,t_8946ekz6sv,上海,上海,八戒翻译-文档资料翻译 2019-03-29 13:14,151.06,121.4648,31.2891
1055,17611688,t_1727lgez1t,上海,上海,LOGO设计/商标设计/卡通logo/字体设计/企业logo,495,121.4648,31.2891
1056,12059109,OzJason,上海,上海,对折页设计DM单设计三折页设计宣传页设计宣传广告设计菜单设计,500,121.4648,31.2891
1057,9927029,m_4669sgre03,上海,上海,PC端设计|手机端设计|原型交互设计|Interactive,2000,121.4648,31.2891
1058,8452593,大黄蜂变形金刚,上海,上海,模板建站  企业整站 网站建设 手机网站模板 包满意,800,121.4648,31.2891
1059,14353865,rockrockyin,上海,上海,网络整合营销全案企业小红书推广百度品牌口碑创建网站SEO优化,250,121.4648,31.2891
1060,12161944,金恒丰SU,上海,上海,上海佰炫金金融信息服务有限公司LOGO设计,2000,121.4648,31.2891
1061,7632762,popping辉_@Zbj,上海,上海,需要logo,50,121.4648,31.2891
1062,8938696,湖口论坛,上海,上海,需要logo,300,121.4648,31.2891
1063,19575968,t_6726xe9dtn,上海,上海,公司LOGO设计,600,121.4648,31.2891
1064,20023157,t_5773lr44as,上海,上海,【专业配音】彩铃广告飞蝶说PPT解说课件专题英文动画出单快,900,121.4648,31.2891
1065,10375059,jwjcc1,上海,上海,视频制作 年会视频 企业宣传片 广告宣传片制作 婚庆视频制作,400,121.4648,31.2891
1066,20424211,t_7543vn2u8p,上海,上海,【艺邦总监起名】公司起名|品牌取名|产品 起名取名|品牌起名,198,121.4648,31.2891
1067,7009838,alan2013_@Zbj,上海,上海,LOGO,800,121.4648,31.2891
1068,18836330,t_7244dx397b,上海,上海,LOGO设计/商标设计/卡通logo/字体设计/企业logo,500,121.4648,31.2891
1069,21724812,t_7191_lC6wbs,上海,上海,化工行业的LOGO设计,400,121.4648,31.2891
1070,21725460,t_1587_Xymynh,上海,上海,【垂杨信息科技】Revit二次开发/Revit定制开发,18000,121.4648,31.2891
1071,21920722,m_2124_wal88s,上海,上海,网站建设，企业公司官网定制开发，网站搭建，网站设计，网站制作,800,121.4648,31.2891
1072,21951735,m_4254_4l66ei,上海,上海,品牌LOGO设计,1000,121.4648,31.2891
1073,21789902,m_0425_u7jnbp,上海,上海,企业宣传册设计宣传画册设计产品宣传单页设计企业宣传折页海报,450,121.4648,31.2891
1074,21986789,t_0892_fHm4t5,上海,上海,ui设计/网站设计/网页设计/UI系统界面设计网页制作,100,121.4648,31.2891
1075,21908062,t_9223_NGefym,上海,上海,【企业网站建设】网站建设、官方网站、营销型网站、网站定制开发,2000,121.4648,31.2891
1076,3701861,isabellalulu,上海,上海,星玥旅游logo设计,1000,121.4648,31.2891
1077,16317300,全购网络科技,上海,上海,管理网站前端开发,1000,121.4648,31.2891
1078,21773979,t_6325_pbq5d0,上海,上海,尚景云视logo设计,2000,121.4648,31.2891
1079,21746692,m_3337_vuxgpv,上海,上海,LOGO标志制作字母公司logo设计图形公司餐饮logo设计,3000,121.4648,31.2891
1080,21724303,m_4175_2cftre,上海,上海,品牌商标产品店铺公司店铺产品|网店团队宝宝成人起名取名字改名,399,121.4648,31.2891
1081,21844541,m_3096_uxq6xf,上海,上海,企业VI设计全套定制设计公司vi设计系统餐饮VIS升级设计,1620,121.4648,31.2891
1082,22028908,t_6864_ynlksq,上海,上海,我需要英语翻译,15,121.4648,31.2891
1083,22010429,m_4425_8228x2,上海,上海,我需要LOGO,599,121.4648,31.2891
1084,21917107,t_1934_lwx9fg,上海,上海,我需要产品外观设计,5000,121.4648,31.2891
1085,21744703,m_9847_equbpq,上海,上海,上海瀚卓建筑工程有限公司LOGO设计,300,121.4648,31.2891
1086,21976402,m_2179_pa8601,上海,上海,我需要宣传册设计,200,121.4648,31.2891
1087,21813408,m_4501_odagc9,上海,上海,淘宝天猫阿里巴巴美工电商设计详情页首页设计制作高效快速有质量,397,121.4648,31.2891
1088,21898777,m_9331_1jgojv,上海,上海,海报设计 户外大型广告宣传栏易拉宝展架会议活动背景设计传单,4600,121.4648,31.2891
1089,21682431,m_3913_hl3rl2,上海,上海,水果包装设计,1800,121.4648,31.2891
1090,21771465,m_7941_dt8flk,上海,上海,汽车安全带LOGO设计,1000,121.4648,31.2891
1091,21438950,t_1172wictc4,上海,上海,淘宝店铺装修设计天猫网店整店装修宝贝详情页设计网店美工包月,2970,121.4648,31.2891
1092,21438950,t_1172wictc4,上海,上海,淘宝网店装修整店装修店铺装修宝贝详情页设计美工包月设计,600,121.4648,31.2891
1093,21885188,m_8124_dtqyk2,上海,上海,【新用户福利】我需要商城小程序服务,0.01,121.4648,31.2891
1094,21438950,t_1172wictc4,上海,上海,淘宝网店装修整店装修店铺装修宝贝详情页设计美工包月设计,500,121.4648,31.2891
1095,21878176,m_4035_84mxre,上海,上海,我需要LOGO,1200,121.4648,31.2891
1096,21819154,zhuxiaop,上海,上海,【匠二设计资深原创】公司logo企业标志设计商标logo设计,300,121.4648,31.2891
1097,21935939,m_6019_5tew1d,上海,上海,【新用户福利】我需要企业抖音号代认证服务,0.1,121.4648,31.2891
1098,21845344,m_5950_2zzb2k,上海,上海,歌单外观设计,1000,121.4648,31.2891
1099,11106809,Miya-M,上海,上海,我需要品牌创意设计-LOGO设计,300,121.4648,31.2891
1100,1296669,创宏世纪,江西,上饶,我需要网站定制开发,800,117.8613,28.7292
1101,21951389,m_7303_g1na82,江西,上饶,引力公司餐饮建筑互联网金融图形标志商标门店LOGO/VI设计,518,117.8613,28.7292
1102,21942285,m_0833_93cch9,江西,上饶,引力公司餐饮建筑互联网金融图形标志商标门店LOGO/VI设计,518,117.8613,28.7292
1103,21760851,t_3777_BYtz36,江西,上饶,婺源县阅徽堂酒店有限公司LOGO,800,117.8613,28.7292
1104,21721379,就是一个好人,江西,上饶,自建房 规划图 平面图 布局 一二楼平面图设计,449.96,117.8613,28.7292
1105,20030787,t_3245xebagl,江西,上饶,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,117.8613,28.7292
1106,20030787,t_3245xebagl,江西,上饶,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,117.8613,28.7292
1107,21859048,m_4089_xmffzo,湖南,邵阳,【新用户福利】我需要商城小程序服务,0.01,110.9619,26.8121
1108,21967365,m_7774_w9zohg,湖南,邵阳,湖南顺飞无人机科技有限公司LOGO设计,880,110.9619,26.8121
1109,9511452,朗袖二哥,湖南,邵阳,宣传册 企业画册设计 台历 菜谱医疗行业海报设计宣传单页DM,157.41,110.9619,26.8121
1110,21969766,t_3364_YUphcr,浙江,绍兴,我需要品牌起名,178,120.564,29.7565
1111,21854700,t_5236_Dyhycb,浙江,绍兴,【新用户福利】我需要0成本代理游戏服务,0.01,120.564,29.7565
1112,21647659,m_1188_bds73k,浙江,绍兴,excel表格/vba开发/宏编程/函数公式/数据分析进销存,600,120.564,29.7565
1113,21314885,DHQD,广东,深圳,读书侠LOGO设计,500,114.5435,22.5439
1114,954419,xiaotk168,广东,深圳,企业签名|IOS签名|苹果签名|苹果上架|应用上架|苹果证书,2500,114.5435,22.5439
1115,20073866,t_9913uwkym0,广东,深圳,纳帕谷贸易有限公司宣传单设计,200,114.5435,22.5439
1116,8652481,pinK猫叔,广东,深圳,企业签名季度包：烈火传奇,1999,114.5435,22.5439
1117,4676649,macrospider,广东,深圳,我需要品牌起名,4800,114.5435,22.5439
1118,21755858,m_6752_brjzvy,广东,深圳,淘宝美工天猫京东宝贝描述详情页设计店铺首页装修主图海报设计,280,114.5435,22.5439
1119,9112679,猛虎上山,广东,深圳,logo设计图文企业餐饮服饰金融科技门店品牌LOGO图形标志,298,114.5435,22.5439
1120,6579530,houqingyao,广东,深圳,【企业公司网站建设】设计开发网站制作定制商城做网站建网站,1500,114.5435,22.5439
1121,12513953,王庄主,广东,深圳,公众微信服务订阅号微商微博文章写作文案策划搞笑段子图文撰写作,297,114.5435,22.5439
1122,21837075,m_6384_l4el8v,广东,深圳,海报设计展架易拉宝设计DM单页名片广告宣传单设计朋友圈广告,300,114.5435,22.5439
1123,21744559,m_2406_gietee,广东,深圳,【威威实力设计】品牌logo设计详情页设计设计标志设计,488,114.5435,22.5439
1124,21612332,東樱,广东,深圳,【4套方案】logo设计公司企业标志商标网站店铺原创标志设计,1000,114.5435,22.5439
1125,21717472,t_8828_Qtdhat,广东,深圳,【实力设计】logo设计公司网站餐饮vi商标品牌画册设计,308,114.5435,22.5439
1126,21830333,m_0410_c433to,广东,深圳,海报画册菜谱展架书籍网络灯箱卡片宣传册宣传单展架台历墙体设计,495,114.5435,22.5439
1127,8558216,x7boy,广东,深圳,深圳市鑫泰新型墙材LOGO设计,500,114.5435,22.5439
1128,21853699,m_9796_afikic,广东,深圳,淘宝直播运营天猫直播申请淘宝达人L1L2L3申请内容运营诊断,30,114.5435,22.5439
1129,4524638,controllin,广东,深圳,睿科智合科技LOGO设计,300,114.5435,22.5439
1130,21264024,t_2598KXeizq,广东,深圳,包装设计食品包装茶叶包装大米包装礼盒设计水果包装,1000,114.5435,22.5439
1131,21905283,m_8769_0pdrin,广东,深圳,我需要名片设计,100,114.5435,22.5439
1132,20882853,扑呀末,广东,深圳,logo设计图文企业餐饮服饰金融科技门店品牌LOGO图形标志,298,114.5435,22.5439
1133,21975498,t_9523_ZF1oie,广东,深圳,视频后期/配音/字幕/特效/宣传片/产品广告/网课拍摄/动画,1200,114.5435,22.5439
1134,21955522,m_6056_q8dj8p,广东,深圳,【新用户福利】我需要2019全年H5互动营销服务,0.1,114.5435,22.5439
1135,21982700,m_9438_zeve0j,广东,深圳,logo设计图文企业餐饮服饰金融科技门店品牌LOGO图形标志,298,114.5435,22.5439
1136,21730560,t_8769_Ndftqs,广东,深圳,网络整合营销策划APP贴吧推广百度百科词条创建网站SEO优化,6500,114.5435,22.5439
1137,20882853,扑呀末,广东,深圳,【新用户福利】我需要企业抖音号代认证服务,0.1,114.5435,22.5439
1138,21809666,溜神花露水,广东,深圳,淘宝天猫京东阿里巴巴拼多多速卖通国际站爆款详情页设计制作描述,600,114.5435,22.5439
1139,21801193,m_0255_nh5z70,广东,深圳,我需要企业网站,2200,114.5435,22.5439
1140,21802695,超人番茄炒蛋,广东,深圳,淘宝天猫产品宝贝描述详情页设计制作活动淘宝美工电商网店装修,1400,114.5435,22.5439
1141,21658784,t_8936_Yloctk,广东,深圳,【威威3套方案】品牌logo设计详情页设计设计标志设计,308,114.5435,22.5439
1142,21912660,m_3900_m9fsl2,广东,深圳,logo设计图文企业餐饮服饰金融科技门店品牌LOGO图形标志,298,114.5435,22.5439
1143,21732720,m_0246_wxzg51,广东,深圳,如愿生活场景LOGO设计,300,114.5435,22.5439
1144,21939222,m_1134_v3yms5,广东,深圳,【工业制造能源采矿】公司品牌门店产品餐饮影视食品logo设计,495,114.5435,22.5439
1145,21835763,m_2626_qlvo0g,广东,深圳,全套自建房 别墅 名宿 农家乐  欧式 美式 现代别墅设计,4300,114.5435,22.5439
1146,21744122,m_4438_6tjw25,广东,深圳,威威VI设计VIS设计品牌形象办公系统设计餐饮VI全套VI,992,114.5435,22.5439
1147,21900571,m_0898_bc7nh9,广东,深圳,微博营销,300,114.5435,22.5439
1148,21656455,t_8531_Ttakc6,广东,深圳,【威威5套方案】品牌logo公司logo设计商标设计标志,488,114.5435,22.5439
1149,21842704,熊9688,广东,深圳,"【单页设计】宣传单设计,折页三折页传单,宣传品设计满意为",199,114.5435,22.5439
1150,21571691,淑明,广东,深圳,问卷调查  每稿六元（仅限深圳地区）,510,114.5435,22.5439
